"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"ENOC","EnerNOC, Inc.","5.825","$177.26M","2007","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/enoc",
"ENG","ENGlobal Corporation","1.61","$43.78M","n/a","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/eng",
"ENPH","Enphase Energy, Inc.","1.345","$113.35M","2012","Technology","Semiconductors","http://www.nasdaq.com/symbol/enph",
"ESGR","Enstar Group Limited","188.9","$3.67B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/esgr",
"ENFC","Entegra Financial Corp.","24.2","$156.52M","2014","Finance","Banks","http://www.nasdaq.com/symbol/enfc",
"ENTG","Entegris, Inc.","23.3","$3.29B","2000","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/entg",
"ENTL","Entellus Medical, Inc.","13.52","$295.79M","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/entl",
"ETRM","EnteroMedics Inc.","5.822","$40.02M","2007","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/etrm",
"EBTC","Enterprise Bancorp Inc","33.83","$389.64M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ebtc",
"EFSC","Enterprise Financial Services Corporation","42","$984.61M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/efsc",
"EGT","Entertainment Gaming Asia Incorporated","1.72","$24.88M","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/egt",
"ENZY          ","Enzymotec Ltd.","8.25","$189.3M","2013","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/enzy",
"EPZM","Epizyme, Inc.","14.55","$847.52M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/epzm",
"PLUS","ePlus inc.","65.65","$1.86B","1996","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/plus",
"EQIX","Equinix, Inc.","399.82","$31.07B","2000","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqix",
"EQFN","Equitable Financial Corp.","10.45","$35.43M","2015","Finance","Savings Institutions","http://www.nasdaq.com/symbol/eqfn",
"EQBK","Equity Bancshares, Inc.","30.88","$388.28M","2015","Finance","Major Banks","http://www.nasdaq.com/symbol/eqbk",
"ERIC","Ericsson","6.33","$21.09B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/eric",
"ERIE","Erie Indemnity Company","122.1","$6.38B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/erie",
"ESCA","Escalade, Incorporated","13","$186.49M","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/esca",
"ESPR","Esperion Therapeutics, Inc.","37.82","$853.07M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/espr",
"ESSA","ESSA Bancorp, Inc.","14.86","$170.86M","n/a","Finance","Banks","http://www.nasdaq.com/symbol/essa",
"EPIX","ESSA Pharma Inc.","2.51","$73.03M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/epix",
"ESND","Essendant Inc.","14.94","$559.85M","n/a","Consumer Services","Paper","http://www.nasdaq.com/symbol/esnd",
"ETSY","Etsy, Inc.","10.57","$1.23B","2015","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/etsy",
"CLWT","Euro Tech Holdings Company Limited","3.85","$7.94M","1997","Consumer Durables","Diversified Electronic Products","http://www.nasdaq.com/symbol/clwt",
"EEFT","Euronet Worldwide, Inc.","85.77","$4.49B","1997","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/eeft",
"ESEA","Euroseas Ltd.","1.4","$15.28M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/esea",
"EVEP","EV Energy Partners, L.P.","1.65","$81.46M","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/evep",
"EVBG","Everbridge, Inc.","20.56","$559.96M","2016","n/a","n/a","http://www.nasdaq.com/symbol/evbg",
"EVK","Ever-Glory International Group, Inc.","2.695","$39.87M","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/evk",
"MRAM","Everspin Technologies, Inc.","8.3965","$104.96M","2016","Technology","Semiconductors","http://www.nasdaq.com/symbol/mram",
"EVLV","EVINE Live Inc.","1.25","$76.12M","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/evlv",
"EVGN","Evogene Ltd.","5.27","$134.17M","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/evgn",
"EVOK","Evoke Pharma, Inc.","2.88","$44.32M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/evok",
"EVOL","Evolving Systems, Inc.","4.65","$57.95M","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/evol",
"EXA","Exa Corporation","13.27","$197.68M","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/exa",
"EXAS","Exact Sciences Corporation","22.89","$2.53B","2001","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/exas",
"EXAC","Exactech, Inc.","26.15","$373.97M","1996","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/exac",
"EXEL","Exelixis, Inc.","20.98","$6.1B","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/exel",
"EXFO","EXFO Inc","4.675","$107.18M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/exfo",
"EXLS","ExlService Holdings, Inc.","46.45","$1.57B","2006","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/exls",
"EXPE","Expedia, Inc.","129.135","$19.35B","n/a","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/expe",
"EXPD","Expeditors International of Washington, Inc.","55.97","$10.11B","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/expd",
"EXPO","Exponent, Inc.","59.5","$1.52B","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/expo",
"ESRX","Express Scripts Holding Company","66.78","$40.09B","1992","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/esrx",
"XOG","Extraction Oil & Gas, Inc.","18.61","$3.2B","2016","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/xog",
"EXTR","Extreme Networks, Inc.","7.05","$762.6M","1999","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/extr",
"EYEG","Eyegate Pharmaceuticals, Inc.","2.31","$23.64M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/eyeg",
"EYEGW","Eyegate Pharmaceuticals, Inc.","0.17","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/eyegw",
"EZPW","EZCORP, Inc.","8.7","$472.34M","1991","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/ezpw",
"FFIV","F5 Networks, Inc.","136.73","$8.86B","1999","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/ffiv",
"FB","Facebook, Inc.","139.91","$404.34B","2012","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/fb",
"FRP","FairPoint Communications, Inc.","17.45","$475.46M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/frp",
"FALC","FalconStor Software, Inc.","0.315","$13.91M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/falc",
"DAVE","Famous Dave&#39;s of America, Inc.","3.85","$26.79M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/dave",
"FANH","Fanhua Inc.","8.82","$509.38M","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/fanh",
"FARM","Farmer Brothers Company","37.05","$623.3M","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/farm",
"FFKT","Farmers Capital Bank Corporation","39.45","$296.27M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffkt",
"FMNB","Farmers National Banc Corp.","13.3","$359.99M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fmnb",
"FARO","FARO Technologies, Inc.","33.5","$559.18M","1997","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/faro",
"FAST","Fastenal Company","50.32","$14.56B","1987","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/fast",
"FATE","Fate Therapeutics, Inc.","4.13","$170.93M","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/fate",
"FBSS","Fauquier Bankshares, Inc.","18.0097","$67.88M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fbss",
"FBRC","FBR & Co","17.75","$125.63M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/fbrc",
"FNHC","Federated National Holding Company","15.7","$217.5M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/fnhc",
"FHCO","Female Health Company (The)","0.97","$30.4M","n/a","Basic Industries","Specialty Chemicals","http://www.nasdaq.com/symbol/fhco",
"FENX","Fenix Parts, Inc.","1.35","$27.19M","2015","Consumer Services","Motor Vehicles","http://www.nasdaq.com/symbol/fenx",
"GSM","Ferroglobe PLC","10.52","$1.81B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/gsm",
"FCSC","Fibrocell Science Inc","2.02","$3.3M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fcsc",
"FGEN","FibroGen, Inc","25.25","$1.63B","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fgen",
"ONEQ","Fidelity Nasdaq Composite Index Tracking Stock","230.5288","$760.75M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/oneq",
"LION","Fidelity Southern Corporation","21.35","$562.67M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lion",
"FDUS","Fidus Investment Corporation","17.79","$399.32M","2011","n/a","n/a","http://www.nasdaq.com/symbol/fdus",
"FRGI","Fiesta Restaurant Group, Inc.","23.7","$637.17M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/frgi",
"FSAM","Fifth Street Asset Management Inc.","4.5","$224.38M","2014","Finance","Investment Managers","http://www.nasdaq.com/symbol/fsam",
"FSC","Fifth Street Finance Corp.","4.415","$622.34M","2008","n/a","n/a","http://www.nasdaq.com/symbol/fsc",
"FSCFL","Fifth Street Finance Corp.","26.3362","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fscfl",
"FSFR","Fifth Street Senior Floating Rate Corp.","8.06","$237.5M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fsfr",
"FITB","Fifth Third Bancorp","24.695","$18.54B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fitb",
"FITBI","Fifth Third Bancorp","28.5","$513M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fitbi",
"FNGN","Financial Engines, Inc.","40.95","$2.55B","2010","Finance","Investment Managers","http://www.nasdaq.com/symbol/fngn",
"FISI","Financial Institutions, Inc.","32.6","$473.67M","1999","Finance","Major Banks","http://www.nasdaq.com/symbol/fisi",
"FNSR","Finisar Corporation","24.21","$2.7B","1999","Technology","Semiconductors","http://www.nasdaq.com/symbol/fnsr",
"FNJN","Finjan Holdings, Inc.","1.82","$42.11M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/fnjn",
"FNTE","FinTech Acquisition Corp. II","9.8","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/fnte",
"FNTEU","FinTech Acquisition Corp. II","10.36","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/fnteu",
"FNTEW","FinTech Acquisition Corp. II","1.05","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/fntew",
"FEYE","FireEye, Inc.","12.12","$2.15B","2013","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/feye",
"FBNC","First Bancorp","28.83","$710.66M","1987","Finance","Major Banks","http://www.nasdaq.com/symbol/fbnc",
"FNLC","First Bancorp, Inc (ME)","26.37","$285.2M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fnlc",
"FRBA","First Bank","12.7","$145.37M","2013","n/a","n/a","http://www.nasdaq.com/symbol/frba",
"BUSE","First Busey Corporation","28.84","$1.1B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/buse",
"FBIZ","First Business Financial Services, Inc.","25.98","$226.5M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fbiz",
"FCAP","First Capital, Inc.","32.8538","$109.65M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fcap",
"FCFS","First Cash, Inc.","48.7","$2.35B","1991","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/fcfs",
"FCNCA","First Citizens BancShares, Inc.","334.09","$4.01B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcnca",
"FCBC","First Community Bancshares, Inc.","24.7","$419.77M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcbc",
"FCCO","First Community Corporation","21.1","$141.65M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcco",
"FCFP","First Community Financial Partners, Inc.","12.5","$221.98M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcfp",
"FBNK","First Connecticut Bancorp, Inc.","23.95","$381.36M","2011","Finance","Banks","http://www.nasdaq.com/symbol/fbnk",
"FDEF","First Defiance Financial Corp.","51.9","$526.19M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fdef",
"FFBC","First Financial Bancorp.","27.05","$1.68B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffbc",
"FFBCW","First Financial Bancorp.","17.5","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffbcw",
"FFIN","First Financial Bankshares, Inc.","39.5","$2.61B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffin",
"THFF","First Financial Corporation Indiana","47","$574.52M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/thff",
"FFNW","First Financial Northwest, Inc.","17.32","$191.14M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffnw",
"FFWM","First Foundation Inc.","15.5","$509.85M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffwm",
"FGBI","First Guaranty Bancshares, Inc.","23.75","$180.72M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fgbi",
"FHB","First Hawaiian, Inc.","29.13","$4.06B","2016","Finance","Major Banks","http://www.nasdaq.com/symbol/fhb",
"INBK","First Internet Bancorp","28.45","$184.46M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/inbk",
"INBKL","First Internet Bancorp","26.97","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/inbkl",
"FIBK","First Interstate BancSystem, Inc.","38.9","$1.75B","2010","Finance","Major Banks","http://www.nasdaq.com/symbol/fibk",
"FRME","First Merchants Corporation","38.82","$1.6B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/frme",
"FMBH","First Mid-Illinois Bancshares, Inc.","33.18","$414.07M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fmbh",
"FMBI","First Midwest Bancorp, Inc.","22.99","$2.36B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fmbi",
"FNBC","First NBC Bank Holding Company","4","$76.92M","2013","Finance","Major Banks","http://www.nasdaq.com/symbol/fnbc",
"FNWB","First Northwest Bancorp","15.43","$187.54M","2015","Finance","Banks","http://www.nasdaq.com/symbol/fnwb",
"FSFG","First Savings Financial Group, Inc.","49.37","$109.8M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fsfg",
"FSLR","First Solar, Inc.","28.1","$2.93B","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/fslr",
"FSBK","First South Bancorp Inc","12.59","$119.61M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fsbk",
"FAAR","First Trust Alternative Absolute Return Strategy ETF","29.02","$4.35M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/faar",
"FPA","First Trust Asia Pacific Ex-Japan AlphaDEX Fund","30.3255","$39.42M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fpa",
"BICK","First Trust BICK Index Fund","24.0556","$8.42M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bick",
"FBZ","First Trust Brazil AlphaDEX Fund","15.35","$148.13M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fbz",
"FCAN","First Trust Canada AlphaDEX Fund","23.621","$18.9M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fcan",
"FTCS","First Trust Capital Strength ETF","43.4613","$382.46M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftcs",
"FCEF","First Trust CEF Income Opportunity ETF","21.07","$18.01M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fcef",
"FCA","First Trust China AlphaDEX Fund","22.5259","$4.51M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fca",
"SKYY","First Trust Cloud Computing ETF","38.26","$790.07M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/skyy",
"FDT","First Trust Developed Markets Ex-US AlphaDEX Fund","51.92","$225.96M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fdt",
"FDTS","First Trust Developed Markets ex-US Small Cap AlphaDEX Fund","35.7879","$7.16M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fdts",
"FVC","First Trust Dorsey Wright Dynamic Focus 5 ETF","22.2395","$286.89M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fvc",
"FV","First Trust Dorsey Wright Focus 5 ETF","23.87","$2.49B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fv",
"IFV","First Trust Dorsey Wright International Focus 5 ETF","19.07","$546.36M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifv",
"FEM","First Trust Emerging Markets AlphaDEX Fund","22.85","$233.07M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fem",
"FEMB","First Trust Emerging Markets Local Currency Bond ETF","42.179","$31.63M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/femb",
